Producto;CodBarraPrinc;Precio;Neto;PrecioPublico
APOSITO ESTERIL SYRA 10X20CM X 6;7792009011592;3398,22;1;5675,0274
APOSITO ESTERIL SYRA 13X20CM X 4;7792009011615;2814,18;1;4699,6806
APOSITO ESTERIL SYRA 7X20CM X 8;7792009011608;3819,51;1;6378,5817
APOSITOS SYRITA C/PIEL X 10;7792009010922;356,66;1;595,6222
APPER GUANTE EXFOLIENTE C/CARBON DE BAMBU X2(A5887);7796733099222;3021,27;1;5045,5209
APRENTICE 20 MG CPR X 30;7798161990508;42669,02;0;42669,02
APRIL 28 CPR X 28;7792183488890;8662,26;0;8662,26
APRIL CPR X 21;7792183486896;8069,66;0;8069,66
APSICO 10 MG CPR X 28;7791763001788;224844,33;0;224844,33
APSICO 2,5 MG CPR X 28;7791763001832;83518,05;0;83518,05
APSICO 5 MG CPR X 28;7791763001795;113743,02;0;113743,02
AQUATOP CR X 250 GR;7703281002024;50063,6;1;83606,212
AQUIPTA 10 MG CPR X 28;8054083028026;823734,14;0;823734,14
AQUIPTA 60 MG CPR X 28;8054083028040;823734,14;0;823734,14
ARAMIX 10 MG CPR REC X 15;7796285052782;22081,59;0;22081,59
ARAMIX 10 MG CPR REC X 30;7796285052799;44378,22;0;44378,22
ARAMIX 20 MG CPR REC X 30;7796285052812;79704,27;0;79704,27
ARAPENTIN 100 MG CAP X 30;7795349000387;24657,93;0;24657,93
ARAPENTIN 300 MG CAP X 30;7795349000394;41048,64;0;41048,64
ARAPENTIN 600 MG CPR X 30;7795349000417;56293,93;0;56293,93
ARCELIGASOL REDUCTORA GTS X 120 ML;7792369000625;31999;0;31999
ARCOXIA 120 MG CPR REC X 7;7798376720044;39965,78;0;39965,78
ARCOXIA 60 MG CPR REC X 28;7798376720051;80958,03;0;80958,03
ARCOXIA 90 MG CPR REC X 14;7798376720037;66284,81;0;66284,81
ARCOXIA 90 MG CPR REC X 28;7798376720068;100294,18;0;100294,18
ARENDAL 70 CPR X 4;7795326000164;28308,26;0;28308,26
AREXVY FCO AMP X 1;5050459005687;441675,55;0;441675,55
ARGEFLOX 500 MG CPR X 10;7798129410024;22773,39;0;22773,39
ARGEFLOX 500 MG CPR X 20;7798129410031;41344,19;0;41344,19
ARGININA NUTRICEUTIC CAP X 32;7798122340977;9275,83;1;15490,6361
ARGOCIAN  25MCG/5ML AMP X 5;7792796000557;25186,09;0;25186,09
ARIFLENAC FTE CPR REC X 10;7795349500986;6503,15;0;6503,15
ARIGASTRIL 30 MG CAP X 15;7795349500856;21515,51;0;21515,51
ARIGASTRIL 30 MG CAP X 30;7795349500863;37369,1;0;37369,1
ARIGASTRIL 60 MG CAP X 15;7795349500870;28698,8;0;28698,8
ARIGASTRIL 60 MG CAP X 30;7795349500887;53375,49;0;53375,49
ARIMIDEX CPR X 28;5000456098809;456616,31;0;456616,31
ARINOVA 10 MG CPR X 28;7798311370457;37536,58;0;37536,58
ARINOVA 15 MG CPR X 28;7798311370464;45878,32;0;45878,32
ARIPIPRAZOL VANNIER 10 MG CPR REC X 30;7795372460400;31948,51;0;31948,51
ARIPIPRAZOL VANNIER 15 MG CPR REC X 30;7795372460417;45891,21;0;45891,21
ARIPIPRAZOL VANNIER 20 MG CPR REC X 30;7795372460424;56848,51;0;56848,51
ARIPIPRAZOL VANNIER 5 MG CPR REC X 30;7795372460394;28466,31;0;28466,31
ARISDAR 10 MG CPR X 30;7795349500689;30934,44;0;30934,44
ARISDAR 15 MG CPR X 30;7795349169893;44867,24;0;44867,24
ARISDAR 5 MG CPR X 30;7795349169886;27330,65;0;27330,65
ARISTALOE CR  X 100;7798024280012;21897,25;1;36568,4075
ARISTALOE EMUL X 120;7798024280029;21897,25;1;36568,4075
ARISTALOE GEL X 100;7798024280388;21897,25;1;36568,4075
ARIZIC 10 MG CPR X 30;7798084686380;36511,84;0;36511,84
ARIZIC 15 MG CPR X 30;7798084686397;51369,03;0;51369,03
ARIZIC 2 MG CPR X 30;7798084687745;30044,66;0;30044,66
ARIZIC 20 MG CPR X 30;7798084686502;66008,8;0;66008,8
ARIZIC 5 MG CPR X 30;7798084686373;31612,34;0;31612,34
ARLEMIDE 10 MG CPR X 30;7798239770254;32835,35;0;32835,35
ARLEMIDE 15 MG CPR X 30;7798239770230;47749,46;0;47749,46
ARLEMIDE 5 MG CPR X 30;7798239770261;29471,22;0;29471,22
ARLEVERT 20/40 MG CPR X 30;7798311370853;26033,33;0;26033,33
ARLYT CLEAN RGP SOL X 35 ML;7798195030768;12380,2;1;20674,934
ARLYT CLEAN SOL X 35 ML;7798195030782;10263,58;1;17140,1786
ARLYT EXPRESS SOL X 120 ML;7798195030034;8338,8;1;13925,796
ARLYT EXPRESS SOL X 240 ML;7798195030157;10712,69;1;17890,1923
ARLYT EXPRESS SOL X 360 ML;7798195030041;12700,99;1;21210,6533
ARLYT EXPRESS SOL X 500 ML;7798195031062;15395,05;1;25709,7335
ARLYT EXPRESS SOL X 60 ML;7798195030201;5516,44;1;9212,4548
ARLYT FRESH GTS X 15 ML;7798195030065;8980,39;1;14997,2513
ARLYT KLINNER SOL X 35 ML;7798195031109;4233,87;1;7070,5629
ARLYT LUBRICANTE SOL X 15 ML;7798195030072;10199,42;1;17033,0314
ARLYT PREMIUM SOL X 120 ML;7798195030010;9156,52;1;15291,3884
ARLYT PREMIUM SOL X 240 ML;7798195030164;13211,75;1;22063,6225
ARLYT PREMIUM SOL X 360 ML;7798195030027;14846,56;1;24793,7552
ARLYT PREMIUM SOL X 60 ML;7798195030218;6147,96;1;10267,0932
ARLYT RGP SOL X 120 ML;7798195030058;14432,66;1;24102,5422
ARLYT SOL SALINA FISIOL X 500 ML;7798195031031;11097,65;1;18533,0755
ARMONIL NOCHE CPR X 15;7796285302283;8319,89;0;8319,89
ARMONIL NOCHE CPR X 30;7796285302276;16287,88;0;16287,88
ARMONIL NOCHE LIB PROL CPR X 21;7795326209673;15388,57;0;15388,57
ARMONIL SEDANTE CPR X 20;7795342002968;13623,8;0;13623,8
ARMONIL SEDANTE CPR X 40;7795342002975;23608,59;0;23608,59
ARNICA GEL LAURIA ROLL ON X 60 GR;7798024570298;5902,25;1;9856,7575
ARNICA GEL LAURIA X 70 GR;7798024570175;7040,4;1;11757,468
ARNICA MADU CBD GEL ROLL ON X 90 GR;7798028624089;12410,6;1;20725,702
ARNICA OIL X 100 ML;7798028620135;10262,07;1;17137,6569
ARNICA ROLL ON X 90 GR;7798028623983;11110,18;1;18554,0006
ARNISPORT GEL X 75GR;7798028620098;9040,8;1;15098,136
ARNOL 720 T GRAG X 30;7795330000334;29939,16;0;29939,16
ARNOL 720 T GRAG X 60;7795330000341;58970,58;0;58970,58
ARO VIBRADOR PRIME FANTASY AV X 1;7791519002830;15028,24;1;25097,1608
AROPAX  20 MG CPR X 30;7798365530050;93868,07;0;93868,07
AROTRAN 500 MG AMP X 5;7795349000608;117698,38;0;117698,38
AROTRAN 500 MG CPR X 10;7795349000301;40033,7;0;40033,7
AROTRAN 500 MG CPR X 30;7795349000066;102397,8;0;102397,8
ARRIBA CPR X 30;7795379101030;7867,59;1;13138,8753
ARTELAC COMPLETE MULTIDOSIS COL X 10 ML;8470001832887;11360,32;1;18971,7344
ARTELAC COMPLETE SPRAY X 10 ML;4030571007999;7513,43;1;12547,4281
ARTELAC GTS X 10;7798069050014;34338,11;0;34338,11
ARTELAC LIPIDS GTS OFT X 10 ML;4030571003328;25521,31;0;25521,31
ARTELAC REBALANCE SOL OFT X 10 ML;4030571005070;9647,36;1;16111,0912
ARTELAC SPLASH MULTIDOSIS COL X 10;8470001548559;11556,42;1;19299,2214
ARTELAC ULTRA 4S GTS OFT X 10 ML;5900741964270;16482,91;1;27526,4597
ARTERIOSAN 10 MG CPR X 30;7792175001946;30713,63;0;30713,63
ARTERIOSAN 5 MG CPR  X 30;7792175001939;16451,44;0;16451,44
ARTERIOSAN COMTO 5/100 MG CPR X 30;7792175009355;38274,79;0;38274,79
ARTERIOSAN COMTO 5/50 MG CPR X 30;7792175009348;34417,72;0;34417,72
ARTERIOSAN PLUS 2,5/10 MG CAP X 30;7792175005883;26225,46;0;26225,46
ARTERIOSAN PLUS 5/10 MG CAP X 30;7792175005890;37080,23;0;37080,23
ARTERIOSAN PLUS 5/20 MG CAP X 30;7792175009225;49406,05;0;49406,05
ARTINOVO CPR X 30;7790375269210;14850,72;1;24800,7024
ARTOMEY 10 MG CPR X 30;7795326000324;31906,83;0;31906,83
ARTOMEY 10 MG CPR X 60;7795326006326;62979,74;0;62979,74
ARTOMEY 20 MG CPR X 30;7795326000331;57878,39;0;57878,39
ARTOMEY 40 MG CPR X 30;7795326010002;91050,65;0;91050,65
ARTOMEY 5 MG CPR X 30;7795326000317;20933,01;0;20933,01
ARTOMEY DUO 10/10 MG CPR X 30+30;7795326010026;49936,53;0;49936,53
ARTOMEY DUO 20/10 MG CPR X 30+30;7795326010033;82992,34;0;82992,34
ARTOMEY DUO 5/10 MG CPR X 30+30;7795326010019;43367,82;0;43367,82
ARTOMEY PLUS 10/10 MG CPR X 30;7795326010330;40978,79;0;40978,79
ARTOMEY PLUS 20/10 MG CPR X 30;7795326010347;74418,91;0;74418,91
ARTOMEY PLUS 5/10 MG CPR X 30;7795326010354;40062,38;0;40062,38
ARTRAIT 10 MG CPR X 10;7795371458408;20689,99;0;20689,99
ARTRAIT 15 MG CPR X 4;7795371459047;20590;0;20590
ARTRAIT 15 MG CPR X 8;7795371000379;33899,99;0;33899,99
ARTRAIT 2,5 MG CPR X 20;7795371458392;11000;0;11000
ARTRAIT 25 MG FCO AMP X 4;7795371000904;69880;0;69880
ARTRAIT 7,5 MG CPR X 10;7795371458385;19049,99;0;19049,99
ARTRAIT SC 15 MG FCO AMP X 4;7795371001123;52400;0;52400
ARTRAIT SC 20 MG FCO AMP X 4;7795371001130;54280;0;54280
ARTREX RET CAP X 20;7795349501129;20484,62;0;20484,62
ARTREX RET CAP X 40;7795349501136;24739,62;0;24739,62
ARTRIMAX PGN CAP X 30;7798056151588;12056,35;1;20134,1045
ARTRO RED CPR X 20;7795356002398;28405,87;0;28405,87
ARTROACTIVE CAP X 40;7798122341059;9225,78;1;15407,0526
ARTRODAR CAP X 30;7795371000102;38000;0;38000
ARTRODAR CAP X 50;7795371431869;51950,01;0;51950,01
ARTRODAR GLUCO CAP X 60;7795371000041;51750,4;0;51750,4
ARTROSIL CBD GEL DES ROLL-ON X 90 GR;7795371459726;16700;0;16700
ARTROSIL GEL DES ROLL-ON X 90 GR;7795371000980;16000;0;16000
ARTROSIL MAGNESIO GEL DES ROLL-ON X 90 GR;7795371459818;10445,47;1;17443,9349
ARTROSTOP ARNICA P/MASAJES GEL ROLL-ON X 40GR;7798193951300;11067,77;1;18483,1759
ARTROSTOP CALAMBRESTOP S/AZUCAR SOB X 25;7798193951782;36574,52;1;61079,4484
ARTROSTOP CALAMBRESTOP S/AZUCAR SOB X 4;7798193950495;5851,92;1;9772,7064
ARTROSTOP CALAMBRESTOP SOB X 25;7798193950013;36574,52;1;61079,4484
ARTROSTOP CALAMBRESTOP SOB X 4;7798193950471;5851,92;1;9772,7064
ARTROSTOP COLAGENO C+D SOB X 25;7798193950419;36574,52;1;61079,4484
ARTROSTOP COLAGENO C+D SOB X 4;7798193950488;5851,92;1;9772,7064
ARTROSTOP CR CODO RODILLA Y TALON X 50GR;7798193951713;11067,77;1;18483,1759
ARTROSTOP DEFENSE SOB X 10;7798193951188;13675,69;1;22838,4023
ARTROSTOP ENERGY SOB X 25;7798074284558;36574,52;1;61079,4484
ARTROSTOP ENERGY SOB X 4;7798074284787;5851,92;1;9772,7064
ARTROSTOP FTE T CAL SOB X 24;7798074285975;55200;0;55200
ARTROSTOP GEL DES ROLL-ON X 40 GR;7798074285302;11131,38;1;18589,4046
ARTROSTOP GEL MANOS X 50 GR;7798074285739;17500;0;17500
ARTROSTOP GEL NOVO X 20 GR;7798074284862;11500;0;11500
ARTROSTOP GEL NOVO X 40 GR;7798074284855;18500;0;18500
ARTROSTOP HMB S / AZUCAR SOB X 4;7798193951560;7124,09;1;11897,2303
ARTROSTOP HMB S/AZUCAR SOB X 25;7798193951553;44525,51;1;74357,6017
ARTROSTOP MEMORY SOB X 25;7798193950129;36574,52;1;61079,4484
ARTROSTOP MEMORY SOB X 4;7798193950501;5851,92;1;9772,7064
ARTROSTOP SUPER ALOE GEL SOB X 4;7798193950662;5851,92;1;9772,7064
ARTROSTOP SUPER ALOE GEL X 100 ML;7798193950105;7187,68;1;12003,4256
ARTROSTOP T CAL SOB X 24;7798074282561;55200;0;55200
ARTROSTOP T CAL SOB X 6;7798074284800;13800;0;13800
ARVO SOL OFT X 2,5 ML;7796285254940;37303,27;0;37303,27
ARZIMOL 2% CR X 15 GR;7795347972952;16522,56;0;16522,56
ARZIMOL B CR X 15 GR;7795347973201;22672,24;0;22672,24
ASCENDA VAINILLA LATA X 364 GR;7891000427330;31925,5;1;53315,585
ASEPLUS INCOLORO SPRAY X 60 ML;7798024570847;13500;0;13500
ASEPLUS IODOPOVIDONA SOL X 60 ML;7798024570854;10900;0;10900
ASEPLUS SANITIZANTE ANTIB SPRAY X 200ML;7798024570588;3996,61;1;6674,3387
ASEPLUS SANITIZANTE ANTIB SPRAY X 60ML;7798024570557;2759,57;1;4608,4819
ASEPLUS SANITIZANTE ANTIBACTERIAL SOLUCION ESPUMA X 60ML;7798024570946;3209,85;1;5360,4495
ASEPTOBRON  JAR X 150 ML;7795337904307;31810,49;0;31810,49
ASEPTOBRON ANTIGRIPAL FTE CPR X 10;7795337907308;10239,88;0;10239,88
ASEPTOBRON C PLUS SOL X 120 ML;7795337907315;34929,18;0;34929,18
ASEPXIA ADAPALENO GEL X 30 GR;7798140257608;8796,15;0;8796,15
ASEPXIA CARBON DETOX MASC PURIFICANTE X30GR;7798140259459;9563,75;1;15971,4625
ASEPXIA CARBON LIMPIA EXFO PURIFIC X120GR;7798140259435;8534,74;1;14253,0158
ASEPXIA GEN MICROEXFOLIANTE MICELAR GEL X 100 GR;7798140255611;8292,62;1;13848,6754
ASEPXIA JAB AZUFRE X 100 GR;650240007828;3601,54;1;6014,5718
ASEPXIA JAB BICARBONATO X 100 GR;650240036965;4473,18;1;7470,2106
ASEPXIA JAB CARBON DETOX X 100 GR;650240035401;4473,18;1;7470,2106
ASEPXIA JAB ESPONJA X 80 GR;650240070037;3722,59;1;6216,7253
ASEPXIA JAB EXFOLIANTE X 100 GR;650240004643;3601,54;1;6014,5718
ASEPXIA JAB FTE X 100 GR;650240004292;3601,54;1;6014,5718
ASEPXIA JAB LIQ CARBON DETOX X 200 GR;7798140259442;7475,47;1;12484,0349
ASEPXIA LOC ASTRINGENTE X 190 ML;7798140259060;6476,71;1;10816,1057
ASEPXIA MAQUILLAJE POL/COM BEIGE CLARO NF X 10 GR;650240032424;9140,04;1;15263,8668
ASEPXIA MAQUILLAJE POL/COM NATURAL MAT NF X 10 GR;650240032455;9140,04;1;15263,8668
ASEPXIA SPOT GEL X 28 GR;650240004001;7366,52;1;12302,0884
ASERTRAL 100 MG CPR X 30;7795345000572;57952;0;57952
ASERTRAL 100 MG CPR X 60;7795345122915;97742;0;97742
ASERTRAL 50 MG CPR X 30;7795345000565;34253;0;34253
ASERTRAL 50 MG CPR X 60;7795345122908;57659;0;57659
ASMAVITAN 10 MG CPR REC X 30;7795378000938;43522,57;0;43522,57
ASMAVITAN 4 MG CPR MAST X 30;7795378000921;41018,93;0;41018,93
ASMAVITAN 4 MG SOB X 30;7795378000914;40333,99;0;40333,99
ASMAVITAN 5 MG CPR MAST X 30;7795378000907;41615,97;0;41615,97
ASOLMICINA DOX 100 MG CPR X 15;7791763000255;25437,33;0;25437,33
ASOLMICINA DOX 100 MG CPR X 30;7791763000262;43866,49;0;43866,49
ASOTREX CAP X 30;7798084681996;76613,54;0;76613,54
ASOTREX CAP X 60;7798084682931;117162,56;0;117162,56
ASOTREX GL SOB X 30;7798084686366;61209,05;0;61209,05
ASOTREX SOB X 30;7798084682962;148967,74;0;148967,74
ASPEN ESTERILIZADOR MAMADERA P/MICR EM-8603;7790808038611;33817,57;1;56475,3419
ASPEN REPU KIT DE ACCESORIOS PARA NEBULIZADORES MECANICOS X 6;7790808035276;9222,15;1;15400,9905
ASPEN REPUES KIT MAS+TUBO NU320/410/610 X 3;7790808033104;7992,78;1;13347,9426
ASPIRE 18 MCG P/INH CAP X 30+APLICADOR;7795373003835;196130;0;196130
ASPIRINA PREVENT 100 MG CPR X 20;7793640232254;4743,8;0;4743,8
ASPIRINA PREVENT 100 MG CPR X 50;7793640232261;10357,39;0;10357,39
ASPIRINA VENT 3 CPR X 100;7791939000010;10695,12;0;10695,12
ASPIRINA VENT 3 NÃ‘ CPR X 100;7791939000089;6057,6;0;6057,6
ASPIRINETAS CPR X 28;7793640000839;2120;0;2120
ASPIRINETAS CPR X 98;7793640217985;7385;0;7385
ASSY FTE USO DIARIO SHA/ACOND X 220 ML;7791940000023;9551,17;1;15950,4539
ASSY FTE USO DIARIO SHA/ACOND X 400 ML;7791940000290;13095,55;1;21869,5685
ASSY MAX CONCENTRADO D/ACCION X 60 ML;7791940132984;11113,12;1;18558,9104
ASSY PACK AHORRO MAX(LOC+PEINE);7791940000337;14957,85;1;24979,6095
ASSY POWER LOC BIFASICA X 60 ML;7791940000191;9310,89;1;15549,1863
ASSY TERMINATOR LOC X 90 ML;7791940000283;14537,33;1;24277,3411
ASTENDE 10 MG CPR REC X 30;7795347903079;27014,13;0;27014,13
ASTENDE 20 MG CPR REC X 30;7795347903116;49274,17;0;49274,17
ASTENDE 40 MG CPR REC X 30;7795347903109;80597,06;0;80597,06
ASTENDE 5 MG CPR REC X 30;7795347903048;17336,9;0;17336,9
ASTRILUGE LOC X 135 ML;7798095330326;16292,7;1;27208,809
ASTRILUGE LOC X 190 ML;7798095330821;26562,5;1;44359,375
ASTROGLIDE GEL PERSONAL LUBR X 113GR;15594010106;8956,25;1;14956,9375
ASTROGLIDE GEL ULTRA GENTLE LUBR X 85GR;15594011035;7554,84;1;12616,5828
ASTROGLIDE LUBR LIQ STRAWBERRY X 74ML;15594010540;7676,69;1;12820,0723
ASTROGLIDE LUBRICANTE LIQ X 74ML;15594010229;6701,8;1;11192,006
ASUMLEA 60 MG/ML JER PRELL X 1;7796285295059;871559,9;0;871559,9
ATACAND  8 MG CPR X 28;7798260150803;75316;0;75316
ATACAND 16 MG CPR X 28;7798260150810;103658,93;0;103658,93
ATACAND 32 MG CPR X 28;7798260150827;160185,18;0;160185,18
ATACAND D 16 MG CPR X 28;7798260150834;107680,88;0;107680,88
ATACAND D 8 MG CPR X 28;7798260150841;80756,52;0;80756,52
ATARAXONE 10 MG CPR X 20;7795347000037;15022,77;0;15022,77
ATARAXONE 25 MG CPR X 20;7795347000044;20965,33;0;20965,33
ATARAXONE 50 MG CPR X 20;7795347905158;39937,59;0;39937,59
ATARAXONE GTS X 20;7795347907008;15022,58;0;15022,58
ATARAXONE JAR X 120 ML;7795347000051;23678,28;0;23678,28
ATARVA 10 MG CPR X 30;7795361487982;33368,88;0;33368,88
ATARVA 20 MG CPR X 30;7795361487999;49882,37;0;49882,37
ATEMPERATOR  3 MG CPR  X 30;7795326015700;9802,02;0;9802,02
ATEMPERATOR  3 MG CPR X 60;7795326015809;16122,29;0;16122,29
ATEMPERATOR  6 MG CPR  X 30;7795326015908;16852,2;0;16852,2
ATEMPERATOR  6 MG CPR  X 60;7795326016004;33016,74;0;33016,74
ATENIX  25 MG CPR X 30;7798084680067;14640,27;0;14640,27
ATENIX  50 MG CPR X 30;7798084680081;37748,91;0;37748,91
ATENIX  50 MG CPR X 60;7798084680098;63581,43;0;63581,43
ATENIX 100 MG CPR X 30;7798084685000;63909,01;0;63909,01
ATENOLOL ECZANE 50 MG CPR X 28;7797416013108;10094,64;0;10094,64
ATENOLOL GADOR 100 MG CPR X 30;7792183487978;26445,54;0;26445,54
ATENOLOL GADOR 100 MG CPR X 60;7792183487985;52533,08;0;52533,08
ATENOLOL GADOR 25 MG CPR X 30;7792183487992;13848,88;0;13848,88
ATENOLOL GADOR 25 MG CPR X 60;7792183488005;26849,82;0;26849,82
ATENOLOL GADOR 50 MG CPR X 30;7792183488012;20174,01;0;20174,01
ATENOLOL GADOR 50 MG CPR X 60;7792183487961;40285,46;0;40285,46
ATENOLOL VANNIER 50 MG CPR X 30;7795372461001;13611,25;0;13611,25
ATEROCLAR 10 MG CPR X 30;7795328050877;43289,22;0;43289,22
ATEROCLAR 20 MG CPR X 30;7795328050891;68162,79;0;68162,79
ATEROCLAR 40 MG CPR X 30;7795328050914;82497,82;0;82497,82
ATEROCLAR COMBI 10/10 MG CPR X 30;7795328050761;45776,16;0;45776,16
ATEROCLAR COMBI 20/10 MG CPR X 30;7795328050785;66155,57;0;66155,57
ATERONOVA 10 MG CPR X 30;7795328055544;27132,03;0;27132,03
ATERONOVA 20 MG CPR X 30;7795328055568;49310,44;0;49310,44
ATHOS JAR X 100 ML;4104480705236;13416;0;13416
ATIBAX 500MG CPR X 90;7798032936932;52901,81;0;52901,81
ATIPINA 100 MG CPR X 30;7791763001870;111009,91;0;111009,91
ATIPINA 200 MG CPR X 30;7791763001887;141827,89;0;141827,89
ATIPINA 25 MG CPR X 30;7791763001894;67301,07;0;67301,07
ATLANSIL AMP X 6;7795345004983;20133;0;20133
ATLANSIL CPR  X 50;7795345004969;47034;0;47034
ATLANSIL CPR X 20;7795345004952;19468;0;19468
ATODERM CR ULTRA X 200 ML;3701129805336;36096,6;1;60281,322
ATODERM CR ULTRA X 500 ML;3701129805343;55066,21;1;91960,5707
ATODERM INTENSIVE BAUME X 200 ML;3701129802069;42827,7;1;71522,259
ATODERM INTENSIVE BAUME X 500 ML;3701129802076;61185,11;1;102179,1337
ATODERM INTENSIVE GEL MOUSSANT X 1000 ML;3401560912807;58737,19;1;98091,1073
ATODERM INTENSIVE GEL MOUSSANT X 200 ML;3401560936988;33649,21;1;56194,1807
ATODERM PP BAUME X 200 ML;3401340652787;42828,03;1;71522,8101
ATOMO ACEITE CBD IMVI X 120 ML;7791984001840;15958,91;1;26651,3797
ATOMO ACEITE VERDE X 120 ML;7791984001833;11344,86;1;18945,9162
ATOMO ARNICA GEL X 30 GR;7791984001888;7502,06;1;12528,4402
ATOMO ARNICA GEL X 80 GR;7791984001895;8997,53;1;15025,8751
ATOMO ARNICA ROLL ON GEL X 90 GR;7791984001949;10921,37;1;18238,6879
ATOMO CBD CR X 110 GR;7791984001703;12624,34;1;21082,6478
ATOMO DESINFL  GELDIC X 100 GR;7791984001734;20024,57;0;20024,57
ATOMO DESINFL  GELDIC X 30 GR;7791984001857;12672,01;0;12672,01
ATOMO DESINFL AER EFECT FRIO X 140GR/250ML;7791984001819;32898,45;0;32898,45
ATOMO DESINFL AER X 165 GR/245 ML;7791984001871;34908,57;0;34908,57
ATOMO DESINFL CLASICO CR POMO X 40 GR;7791984001741;11675,71;0;11675,71
ATOMO DESINFL CLASICO CR X 110 GR;7791984001673;20267,58;0;20267,58
ATOMO DESINFL CLASICO CR X 220 GR;7791984001680;29592,24;0;29592,24
ATOMO DESINFL FTE CR X 100 GR;7791984001697;24045,48;0;24045,48
ATOMO DESINFL GELDIC FTE X 50 GR;7791984001963;19328,4;0;19328,4
ATOPIX 50 CR PROTECTORA SOLAR X 100 GR;7795373002975;23294,06;1;38901,0802
ATOPIX 50 CR PROTECTORA SOLAR X 15 GR;7795373072022;9017,9;1;15059,893
ATOPIX CPR REC X 20;7795373010246;19100;0;19100
ATOPIX CR X 150 GR;7795373001558;17169,35;1;28672,8145
ATOPIX EMUL X 200 GR;7795373001565;18733,04;1;31284,1768
ATOPIX ESP DE LIMP X 130 ML;7795373001619;16362,48;1;27325,3416
ATOPIX GTS X 20 ML;7795373010253;13020;0;13020
ATOPIX L CPR REC X 20;7795373002234;25300;0;25300
ATOPIX PASTA X 60 GR;7795373002074;10570,56;1;17652,8352
ATOPIX UNG X 15 GR;7795373002814;8168,74;1;13641,7958
ATOPIX UNG X 60 GR;7795373100015;10820,75;1;18070,6525
ATORMAX 10 MG CPR X 30;7798113701800;37442,49;0;37442,49
ATORMAX 10 MG CPR X 60;7798113701855;63369,2;0;63369,2
ATORMAX 20 MG CPR X 30;7798113701909;59750;0;59750
ATORMAX 20 MG CPR X 60;7798113701954;105254,17;0;105254,17
ATORMAX 40 MG CPR X 30;7798113701985;66431,83;0;66431,83
ATORMAX 40 MG CPR X 60;7798113701992;117622,66;0;117622,66
ATORVASTAN 10 MG CPR X 30;7796363001091;39625,74;0;39625,74
ATORVASTAN 20 MG CPR X 30;7796363001053;63208,39;0;63208,39
ATORVASTATIN RICHET 10 MG CPR X 30;7795336291453;32327,04;0;32327,04
ATORVASTATIN RICHET 10 MG CPR X 60;7795336291460;61843,57;0;61843,57
ATORVASTATIN RICHET 20 MG CPR X 30;7795336291477;54856,51;0;54856,51
ATORVASTATIN RICHET 20 MG CPR X 60;7795336291484;103204,56;0;103204,56
ATORVASTATIN RICHET 40 MG CPR X 30;7795336291583;62115,43;0;62115,43
ATROVENT HFA AER X 10 ML;4048846001665;49785,25;0;49785,25
ATUREN 1000 MG CPR X 30;7792183490060;58765,75;0;58765,75
ATUREN 500 MG CPR X 30;7792183490046;32612,42;0;32612,42
ATUREN 500 MG CPR X 60;7792183490053;61143,64;0;61143,64
AUCIC 0,5% SOL OFT X 10 ML;7795368054811;18603,96;0;18603,96
AUCIC 1% LC SOL OFT X 10 ML;7795368547542;28301,07;0;28301,07
AUCIC 1% SOL OFT X 10 ML;7795368055122;20607,66;0;20607,66
AUCIC 1,5% GEL OFT X 5 GR;7795368547245;22274,84;0;22274,84
AUCIC CAP X 30;7795368002935;12384,45;1;20682,0315
AUCIC HOLD EMUL OFT X 10 ML;7795368548235;36720;0;36720
AUCIC PLUS LC SOL OFT X 10 ML;7795368547894;35158,1;0;35158,1
AUCIC PLUS SOL OFT X 10 ML;7795368001624;35158,11;0;35158,11
AUDAX CAP X 30;7796285282462;39750,93;0;39750,93
AUDAX NOVO CAP X 30;7796285298647;37083,31;0;37083,31
AUDAX NOVO CAP X 60;7796285300258;66749,3;0;66749,3
AUDECOL 150 MG CPR X 20;7795349000127;26510,13;0;26510,13
AUDECOL 300 MG CPR X 20;7795349000462;47950,4;0;47950,4
AUDECOL 300 MG CPR X 50;7795349000141;114073,96;0;114073,96
AUDIPAX 16 MG CPR X 30;7795338010038;21274,63;0;21274,63
AUDIPAX MULTIDOSIS CPR X 30;7795338019802;32427,71;0;32427,71
AUDIPAX MULTIDOSIS CPR X 60;7795338011301;59170,36;0;59170,36
AULO GELIO AER REPEL X 180 ML;7793094000454;7577,23;1;12653,9741
AULO GELIO CR REPEL X 50 GR;7793094000478;5823,15;1;9724,6605
AULO GELIO LOC REPEL X 120 ML;7793094000485;6243,16;1;10426,0772
AUREA AQUA GEL DEMULCENTE USO INTIMO X 75 GR;7795334050359;8030,14;1;13410,3338
AUREA ASHWAGANDHA KSM 66 CPR X 60;7798028627820;29259,62;1;48863,5654
AUREA CR DEMULCENTE HUMEC VULVO-VAGINAL X 75 GR;7795334050304;8160,19;1;13627,5173
AUREA SHA INTIMO DEMULCENTE X 150 GR;7795334050250;9818,22;1;16396,4274
AURENE  300 MG CPR X 30;7795326001307;73013,01;0;73013,01
AURENE  300 MG CPR X 60;7795326191312;129550,79;0;129550,79
AURENE  600 MG CPR X 30;7795326191329;136732,87;0;136732,87
AURENE  600 MG CPR X 60;7795326191336;249008,47;0;249008,47
AUTOTEST COVID ABBOTT PANBIO X 1 (VTA FARMACIAS);4051892007604;6255,82;1;10447,2194
AUTUMS CPR MAST X 24;781159759093;6997,32;1;11685,5244
