Producto;CodBarraPrinc;Precio;Neto;PrecioPublico
TIO NACHO ACOND ENGROSADOR V2 X 200ML;7798140256755;5508,23;1;9198,7441
TIO NACHO ACOND ENGROSADOR V2 X 415ML;7798140256731;7747,86;1;12938,9262
TIO NACHO ACOND HERBOLARIA MILENARIA V2 X 200ML;7798140256793;5508,23;1;9198,7441
TIO NACHO ACOND HERBOLARIA MILENARIA V2 X 415ML;7798140256779;7747,86;1;12938,9262
TIO NACHO ACOND KERATINA VEGETAL X 415ML;650240077517;7747,86;1;12938,9262
TIO NACHO ANTICANAS AC X 415 ML;7798140257868;7747,86;1;12938,9262
TIO NACHO COMBO RESTAGE HERBOLARIA(SH+AC X415ML);7798140257080;11203,38;1;18709,6446
TIO NACHO SHA ACLARANTE V2 X 200ML;7798140256663;5231,36;1;8736,3712
TIO NACHO SHA ACLARANTE V2 X 415ML;7798140256649;7747,86;1;12938,9262
TIO NACHO SHA ALOE VERA V2 X 200ML;7798140256700;3802,76;1;6350,6092
TIO NACHO SHA ALOE VERA V2 X 415ML;7798140256687;5900,77;1;9854,2859
TIO NACHO SHA CELULAS MADRE V2 X 200ML;7798140256908;3802,76;1;6350,6092
TIO NACHO SHA CELULAS MADRE V2 X 415ML;7798140256885;6042,39;1;10090,7913
TIO NACHO SHA CRECIMIENTO SALUDABLE V2 X 200ML;7798140256489;3802,76;1;6350,6092
TIO NACHO SHA CRECIMIENTO SALUDABLE V2 X 415ML;7798140256496;5900,77;1;9854,2859
TIO NACHO SHA ENGROSADOR V2 X 200ML;7798140256748;5508,23;1;9198,7441
TIO NACHO SHA ENGROSADOR V2 X 415ML;7798140256724;7747,86;1;12938,9262
TIO NACHO SHA HENNA X 415 ML;650240081767;7747,86;1;12938,9262
TIO NACHO SHA HERBOLARIA MILENARIA V2 X 200ML;7798140256786;5508,23;1;9198,7441
TIO NACHO SHA HERBOLARIA MILENARIA V2 X 415ML;7798140256762;7747,86;1;12938,9262
TIO NACHO SHA KERATINA VEGETAL X 415ML;650240073526;7747,86;1;12938,9262
TIO NACHO TRAT ENGROSADOR ANT-E SPRAY X 125;7798140252030;9800,87;1;16367,4529
TIOCTAN 600 MG CPR REC X 30;7791763001139;58319,92;0;58319,92
TIOCTIC TEMIS CPR X 30;7795337909968;59920,91;0;59920,91
TIOMICOL SOL P/UÃ‘AS X 12 ML;7798051850059;81508,88;0;81508,88
TIONEUROL 600 MG CPR X 30;7795348422456;58102,49;0;58102,49
TIPURIC 0,03% UNG X 15 GR;7798051853937;26750,07;0;26750,07
TIPURIC 0,1% UNG X 15 GR;7798051853944;30578,15;0;30578,15
TIPURIC 0,1% UNG X 30 GR;7798051853951;50097,42;0;50097,42
TIZANIDAL 2 MG CPR X 15;7798021292780;18147,82;0;18147,82
TIZANIDAL 4 MG CPR X 30;7798021292797;32963,35;0;32963,35
TOBRABIOTIC D SOL OFT X 5 ML;7798050060398;13755,01;0;13755,01
TOBRABIOTIC SOFT SUSP OFT X 5 ML;7798050061791;19374,3;0;19374,3
TOBRABIOTIC SOL OFT X 5 ML;7798050060381;11660,44;0;11660,44
TOBRADEX SUSP OFT X 5 ML;7795306421873;20260,67;0;20260,67
TOBRADEX UNG OFT X 3,5 GR;7795306435979;21085,45;0;21085,45
TOBRALEP DX SUSP OFT X 5 ML;7798160690034;14240;0;14240
TOBRALEP SOL OFT X 5 ML;7798160690027;10160;0;10160
TOBRALER DX SUSP OFT X 5 ML;7795333007699;12200;0;12200
TOBRALER SOL OFT X 5 ML;7795333007682;9990;0;9990
TOBRAMICINA ATLAS SOL OFT X 5 ML;7793569006998;11279,22;0;11279,22
TOBRATLAS DEXA SOL OFT X 5 ML;7793569485366;12899,54;0;12899,54
TOBREX GTS OFT X 5 ML;7795306435054;19751,75;0;19751,75
TOCOFENO 50 MG CPR X 20;7795309002567;61578,38;0;61578,38
TOFLUX 2 MG JAR X 100 ML;7791909200617;14366,78;0;14366,78
TOFLUX 200 MG SOB X 20;7791909200419;27298,04;0;27298,04
TOFLUX 600 MG SOB X 10;7791909200433;17290,37;0;17290,37
TOFLUX 600 MG SOB X 20;7791909200457;28084,35;0;28084,35
TOGREL 2 MG CPR X 30;7795345125633;15243;0;15243
TOGREL 2 MG CPR X 50;7795345125282;20825;0;20825
TOGREL 25 MG CPR X 30;7795345125640;33573;0;33573
TOGREL 25 MG CPR X 50;7795345125299;53397;0;53397
TOILETTE SOL MICELAR X 200 ML;3337872410338;48291,75;1;80647,2225
TOLERIANE DERMALLERGO CONT. DE OJOS X 20 ML;3337875757515;62299,91;1;104040,8497
TOLERIANE DERMALLERGO CR X 40 ML;3337875757614;76399,82;1;127587,6994
TOLERIANE DERMALLERGO FLUIDO X 40 ML;3337875757669;76542,02;1;127825,1734
TOLERIANE DERMOLIMP X 200 ML;3433422406599;67182,98;1;112195,5766
TOLF EMUL OFT X 5 ML;7795368001273;37108,47;0;37108,47
TOLOXANE 0,4 MG CAP X 30;7798113693648;58000;0;58000
TOLTEM CPR X 30;7795337901115;47979,17;0;47979,17
TONEKIN CAP X 30;7791940000047;20604,82;1;34410,0494
TONEKIN EMUL X 200 GR;7791940000078;15138,08;1;25280,5936
TONEKIN ESTRIAS EMUL X 150 GR;7791940133028;14116,82;1;23575,0894
TONEKIN GLUTEOS CR-GEL X 150 GR;7791940000238;15318,3;1;25581,561
TONEKIN MICRO-PEELING GEL X 150 GR;7791940133042;12254,51;1;20465,0317
TONEKIN PIERNAS EMUL X 150 GR;7791940000146;11533,62;1;19261,1454
TONEKIN SLIM & FIRM EMUL X 200 GR;7791940133035;15858,96;1;26484,4632
TONIBRAL 10 MG CPR X 30;7795349501792;42038,59;0;42038,59
TONIBRAL 20 MG CPR X 30;7795349501808;55780,51;0;55780,51
TONVAL 10/10 MG CAP X 30;7792234243300;39530,79;0;39530,79
TONVAL 10/10 MG CAP X 50;7792234243508;49861,87;0;49861,87
TOPAMAC 100 MG CPR X 28;7795314029993;124273,74;0;124273,74
TOPAMAC 100 MG CPR X 60;7795314027784;240123,33;0;240123,33
TOPAMAC 25 MG CPR X 28;7795314029979;44318,32;0;44318,32
TOPAMAC 50 MG CPR X 28;7795314029986;81546,63;0;81546,63
TOPICTAL 100 MG CPR X 28;7798084682023;99375,64;0;99375,64
TOPICTAL 100 MG CPR X 56;7798084684973;179246,59;0;179246,59
TOPICTAL 25 MG CPR X 28;7798084682009;33184,98;0;33184,98
TOPICTAL 25 MG CPR X 56;7798084684959;62316,24;0;62316,24
TOPICTAL 50 MG CPR X 28;7798084682016;61271,72;0;61271,72
TOPICTAL 50 MG CPR X 56;7798084684966;118194,24;0;118194,24
TORGYN 100 MG OV VAG ENV X 3;7798084684737;19659,17;0;19659,17
TORGYN 100 MG OV VAG ENV X 7;7798084684744;26746,25;0;26746,25
TORGYN DUO CAP VAG X 7;7798084684249;28691,56;0;28691,56
TORIMIBE 10/10 MG CPR X 30;7795338015637;51550,6;0;51550,6
TORIMIBE 20/10 MG CPR X 30;7795338015644;72301,4;0;72301,4
TORIVAS 10 MG CPR X 30;7795338014012;41085,71;0;41085,71
TORIVAS 10 MG CPR X 60;7795338014319;68404,4;0;68404,4
TORIVAS 20 MG CPR X 30;7795338014029;68277,11;0;68277,11
TORIVAS 20 MG CPR X 60;7795338014326;117893,93;0;117893,93
TORIVAS 40 MG CPR X 30;7795338016979;77562,16;0;77562,16
TORIVAS 80 MG CPR X 30;7795338999692;99567,1;0;99567,1
TOSTOP AD JAR X 120 ML;7798032938981;15999;0;15999
TOSTOP COMPLEX JAR X 120 ML;7798032939018;16999;0;16999
TOSTOP FTE ELIXIR X 120 ML;7798032938974;16999;0;16999
TOSTOP NATURE JAR X 100 ML;7798032939001;15999;0;15999
TOSTOP NÃ‘ JAR X 120 ML;7798032938998;15999;0;15999
TOTAL MAGNES +50 CPR REC X 30;7795337990058;14347,52;1;23960,3584
TOTAL MAGNES ANTIO CPR X 30;7795337908015;36980,88;0;36980,88
TOTAL MAGNES B6 CPR REC X 30;7795337903676;76011,41;0;76011,41
TOTAL MAGNES C/GINS SOB X 30;7795337900590;62823,45;0;62823,45
TOTAL MAGNES C/VIT C CPR X 24;7795337904314;45911,37;0;45911,37
TOTAL MAGNES C/VIT C POLVO EFERV X 30;7795337901122;56174,83;0;56174,83
TOTAL MAGNES CPR EFERV X 24;7795337904208;44481,91;0;44481,91
TOTAL MAGNES ENERG CPR EFERV X 24;7795337908435;35580,82;0;35580,82
TOTAL MAGNES ENERG CPR REC X 30;7795337900101;29056,64;0;29056,64
TOTAL MAGNES GRAG X 30;7795337907551;56322,91;0;56322,91
TOTAL MAGNES GRAG X 60;7795337907568;108297,78;0;108297,78
TOTAL MAGNES GRAN  X 100 GR LIMON;7795337908060;77092,82;0;77092,82
TOTAL MAGNES GRAN X 50 GR LIMON;7795337908039;38833,87;0;38833,87
TOTAL MAGNES POLVO EFERV SOB X 30;7795337901139;54437,66;0;54437,66
TOTAL MAGNES SPORT CPR X 30;7795337907339;32107,72;0;32107,72
TOTAL MAGNES SPORT SOB X 30;7795337901320;33580,76;0;33580,76
TOTAL MAGNES STRESS POLVO EFERV SOB X 30;7795337900422;56561,9;0;56561,9
TOTAL MAGNES VITALIZANTE CPR EFERV X 24;7795337991086;15972,42;1;26673,9414
TOTAL MAGNES VITALIZANTE CPR X 30;7795337991062;12864,16;1;21483,1472
TOTAL MAGNES VITALIZANTE PLUS CPR EFERV X24;7795337907001;35776,59;0;35776,59
TOTAL MAGNES VITALIZANTE PLUS CPR X 30;7795337906929;29050,36;0;29050,36
TOTALFER CAP X 30;8033011160106;61553,92;1;102795,0464
TOUJEO 300 UI 1,5 ML CART X 3;7795312002844;547876;0;547876
TOUJEO INST. 300 UI 1,5 ML CART X 3;7795312002844;547876;0;547876
TRACTOLAX SOB X 14;7798016921572;93176,81;0;93176,81
TRACTOLAX SOB X 28;7798016921589;167753,01;0;167753,01
TRADON MR 60 MG CPR X 30;7792234000644;47747;0;47747
TRADON MR 60 MG CPR X 60;7792234000781;93154;0;93154
TRADON MR CPR X 30;7792234000354;28442;0;28442
TRADON MR CPR X 60;7792234000361;55736;0;55736
TRALER LC SOL OFT X 5 ML;7795368547528;39857,08;0;39857,08
TRALER SOL OFT X 5 ML;7795368001075;35855,77;0;35855,77
TRAMA KLOSIDOL 100 MG GTS X 10 ML;7790375251468;24198,27;0;24198,27
TRAMA KLOSIDOL 50 MG CPR X 20;7790375251451;21180,7;0;21180,7
TRAMA KLOSIDOL 50 MG CPR X 30;7790375270872;27063,47;0;27063,47
TRAMA KLOSIDOL 50 MG GTS X 20 ML;7790375269807;27033,17;0;27033,17
TRAMA KLOSIDOL PLUS CPR X 20;7790375270803;30120,32;0;30120,32
TRAMA KLOSIDOL PLUS CPR X 30;7790375270810;37908,1;0;37908,1
TRAMACET CPR X 20;7795314026695;45007,36;0;45007,36
TRAMAGESIC 50 MG CPR X 30;7795338002873;27042,28;0;27042,28
TRAMAL 50 MG CAP X 10;7795372460219;11151,25;0;11151,25
TRAMAL 50 MG CAP X 20;7795372460288;19009,51;0;19009,51
TRAMAL 50 MG CAP X 30;7795372460646;26358,51;0;26358,51
TRAMAL GTS X 10 ML;7795372460202;21919,51;0;21919,51
TRAMAL GTS X 20 ML;7795372460226;32741,21;0;32741,21
TRAMAL LONG 100 MG CPR X 10;7795372460189;18174,21;0;18174,21
TRAMAL PLUS CPR X 20;7795372460196;29748,51;0;29748,51
TRAMUSTIN 50 MG CPR X 10;7792234270108;11225,23;0;11225,23
TRAMUSTIN 50 MG CPR X 20;7792234270207;18362,56;0;18362,56
TRAMUSTIN 50 MG CPR X 30;7792234270306;27537;0;27537
TRAMUSTIN GTS X 10 ML;7792234273109;14350,93;0;14350,93
TRAMUSTIN GTS X 20 ML;7792234273208;21645,61;0;21645,61
TRANQUINAL 0,50 MG CPR X 60;7790375003395;16009,95;0;16009,95
TRANQUINAL 0.5 SUBL CPR X 30;7790375251673;12019,61;0;12019,61
TRANQUINAL 0.50 MG CPR X 100;7790375251093;25873,7;0;25873,7
TRANQUINAL 0.50 MG CPR X 30;7790375003074;8927,88;0;8927,88
TRANQUINAL 0.50 MG CPR X 50;7790375001513;14663,53;0;14663,53
TRANQUINAL 1 MG CPR X 100;7790375251109;40179,49;0;40179,49
TRANQUINAL 1 MG CPR X 30;7790375003081;13135,52;0;13135,52
TRANQUINAL 1 MG CPR X 50;7790375001520;23706,23;0;23706,23
TRANQUINAL 1 MG CPR X 60;7790375003401;25227,79;0;25227,79
TRANQUINAL 2 MG CPR X 100;7790375253103;66388,67;0;66388,67
TRANQUINAL 2 MG CPR X 30;7790375253080;20290,14;0;20290,14
TRANQUINAL 2 MG CPR X 50;7790375253097;36879,32;0;36879,32
TRANQUINAL 2 MG CPR X 60;7790375003388;40307,5;0;40307,5
TRAPAX 1 MG CPR X 30;7795381001038;8641,93;0;8641,93
TRAPAX 1 MG CPR X 50;7795381001045;14963,5;0;14963,5
TRAPAX 1 MG CPR X 60;7795381001052;16695,56;0;16695,56
TRAPAX 2,5 MG CPR X 30;7795381001069;12135,15;0;12135,15
TRAPAX 2,5 MG CPR X 50;7795381001076;20423,07;0;20423,07
TRAPAX 2,5 MG CPR X 60;7795381001083;24971,91;0;24971,91
TRAPAX SUBL 1 MG CPR X 30;7795381001090;16589,09;0;16589,09
TRASTOCIR 100 MG CPR X 30;7796285297800;51870,59;0;51870,59
TRASTOCIR 100 MG CPR X 60;7796285297817;91067,42;0;91067,42
TRASTOCIR 50 MG CPR X 30;7796285297770;31270,98;0;31270,98
TRASTOCIR 50 MG CPR X 60;7796285297794;55551,98;0;55551,98
TRATACNE GEL TOP X 15 GR;7791763000187;32026,83;0;32026,83
TRAVATAN 0,004 % SOL OFT X  2,5 ML;7795306423150;35753,7;0;35753,7
TRAVELGUM 0,4 MG CAP X 30;7791829001011;61477,65;0;61477,65
TRAVOPLOS SOL OFT X 5 ML;7795373010529;53790;0;53790
TRAYENTA 5 MG PACK CPR X 30;4048846005120;293566,25;0;293566,25
TRAYENTA DUO FICTA 2,5/1000 MG CPR X 60;4048846019592;373858,29;0;373858,29
TRAYENTA DUO FICTA 2,5/850 MG CPR X 60;4048846019585;331306,33;0;331306,33
TRAZIDEX OFTENO SUSP OFT X 5 ML;736085417012;17499,62;0;17499,62
TREAPLOS SOL OFT X 7,5 ML;7795373013285;25920;0;25920
TREG 20 MG CAP X 15;7798420160437;4675,97;0;4675,97
TREG 20 MG CAP X 30;7798420161137;8790,02;0;8790,02
TREG 20 MG CAP X 900(BLISTERS 60X15);7798420160451;269618,17;0;269618,17
TREG DOBLE ACCION 20/1100 MG CAP X 14;7798420160758;12788,61;0;12788,61
TREGINAX 200 MG CPR DISPER X 30;7795349501532;89864,19;0;89864,19
TREGINAX 25 MG CPR DISPER X 30;7795349501518;21055,52;0;21055,52
TREGINAX 50MG CPR DISPER X 30;7795349501013;32774,17;0;32774,17
TRELEGY ELLIPTA 200/62,5/25 MCG DS X 30;5054290007268;169863,06;0;169863,06
TRELEGY ELLIPTA 92/55/22 MCG DS X 30;7798365530531;153368,46;0;153368,46
TREONATO MAGNESIO GEONAT 1000 MG CPR X60;7798119969679;13251,63;1;22130,2221
TRESIBA FLEXTOUCH 200U 3 ML LAPIC X 3;7798058931812;769675,28;0;769675,28
TRESIBA FLEXTOUCH INST 200U 3ML LAP X 3;7798058931812;769675,28;0;769675,28
TRESITE F POM X 40 GR;7795337903683;69501,8;0;69501,8
TREXBIOTIC 500 MG CPR REC X 6;7791909117298;24715,38;0;24715,38
TREXBIOTIC SUSP ORAL X 15 ML;7791909117335;14317,63;0;14317,63
TREXBIOTIC SUSP ORAL X 30 ML;7791909117342;27333,85;0;27333,85
TREXOL 10 MG CPR X 28;7795328057777;199608,28;0;199608,28
TREXOL 5 MG CPR X 28;7795328057739;101863,35;0;101863,35
TRI VI FLUOR SOL X 30 ML;7798129416545;13697,84;0;13697,84
TRI VI SOL SOL X 20 ML;7798129416538;19468,97;0;19468,97
TRIACANA AP CAP X 30;7795356995003;98005,9;0;98005,9
TRIACANA CPR X 100;7795356995201;36355,5;0;36355,5
TRIAL GEL X 80 GR;7795328055926;80781,82;0;80781,82
TRIAMID 500 MG CPR X 3;7795328051201;18277,06;0;18277,06
TRIAMID 500 MG CPR X 5;7795328051218;20806,17;0;20806,17
TRIAMID 500 MG CPR X 6;7795328051225;24758,26;0;24758,26
TRIATOP SHA BY MEDICASP CLINICAL X 165 ML;7798140256151;9230,85;1;15415,5195
TRIATOP SHA BY MEDICASP CLINICAL X 400 ML;7798140256144;15132,37;1;25271,0579
TRIATOP SHA BY MEDICASP REPARACION X 165 ML;7798140256168;9230,85;1;15415,5195
TRIATOP SHA BY MEDICASP REPARACION X 400 ML;7798140256137;15132,37;1;25271,0579
TRIBIOCORT CR X 20 GR;7794207000316;16464;0;16464
